Year ,Geo,VisibleMinority,AgeGroup,Indicators,Statistics,Uom,Value
2020,Canada,South Asian,Secondary (high) school diploma or equivalency certificate or less,"Experience(s) of discrimination based on religion, 5 years before COVID-19 pandemic","Lower 95% confidence interval, percentage of persons",Percent,11.3
2020,Canada,South Asian,Secondary (high) school diploma or equivalency certificate or less,"Experience(s) of discrimination based on religion, 5 years before COVID-19 pandemic","Upper 95% confidence interval, percentage of persons",Percent,29.2
2020,Canada,South Asian,Secondary (high) school diploma or equivalency certificate or less,"Experience(s) of discrimination based on language, 5 years before COVID-19 pandemic",Percentage of persons,Percent,22.7
2020,Canada,South Asian,Secondary (high) school diploma or equivalency certificate or less,"Experience(s) of discrimination based on language, 5 years before COVID-19 pandemic","Lower 95% confidence interval, percentage of persons",Percent,13.8
2020,Canada,South Asian,Secondary (high) school diploma or equivalency certificate or less,"Experience(s) of discrimination based on language, 5 years before COVID-19 pandemic","Upper 95% confidence interval, percentage of persons",Percent,35
2020,Canada,South Asian,Secondary (high) school diploma or equivalency certificate or less,"Discrimination at work or when applying for a job or a promotion, 5 years before COVID-19 pandemic",Percentage of persons,Percent,34.2
2020,Canada,South Asian,Secondary (high) school diploma or equivalency certificate or less,"Discrimination at work or when applying for a job or a promotion, 5 years before COVID-19 pandemic","Lower 95% confidence interval, percentage of persons",Percent,21.9
2020,Canada,South Asian,Secondary (high) school diploma or equivalency certificate or less,"Discrimination at work or when applying for a job or a promotion, 5 years before COVID-19 pandemic","Upper 95% confidence interval, percentage of persons",Percent,49
2020,Canada,South Asian,Secondary (high) school diploma or equivalency certificate or less,"Discrimination when dealing with the police, 5 years before COVID-19 pandemic",Percentage of persons,Percent,20.4
2020,Canada,South Asian,Secondary (high) school diploma or equivalency certificate or less,"Discrimination when dealing with the police, 5 years before COVID-19 pandemic","Lower 95% confidence interval, percentage of persons",Percent,12
2020,Canada,South Asian,Secondary (high) school diploma or equivalency certificate or less,"Discrimination when dealing with the police, 5 years before COVID-19 pandemic","Upper 95% confidence interval, percentage of persons",Percent,32.7
2020,Canada,South Asian,Secondary (high) school diploma or equivalency certificate or less,"Discrimination in a store, bank or restaurant, 5 years before COVID-19 pandemic",Percentage of persons,Percent,51
2020,Canada,South Asian,Secondary (high) school diploma or equivalency certificate or less,"Discrimination in a store, bank or restaurant, 5 years before COVID-19 pandemic","Lower 95% confidence interval, percentage of persons",Percent,36.5
2020,Canada,South Asian,Secondary (high) school diploma or equivalency certificate or less,"Discrimination in a store, bank or restaurant, 5 years before COVID-19 pandemic","Upper 95% confidence interval, percentage of persons",Percent,65.4
2020,Canada,South Asian,Secondary (high) school diploma or equivalency certificate or less,"Discrimination when attending school or classes, 5 years before COVID-19 pandemic",Percentage of persons,Percent,35.2
2020,Canada,South Asian,Secondary (high) school diploma or equivalency certificate or less,"Discrimination when attending school or classes, 5 years before COVID-19 pandemic","Lower 95% confidence interval, percentage of persons",Percent,22
2020,Canada,South Asian,Secondary (high) school diploma or equivalency certificate or less,"Discrimination when attending school or classes, 5 years before COVID-19 pandemic","Upper 95% confidence interval, percentage of persons",Percent,51.2
2020,Canada,South Asian,Secondary (high) school diploma or equivalency certificate or less,Experience(s) of discrimination since the beginning of COVID-19 pandemic,Percentage of persons,Percent,24.2
2020,Canada,South Asian,Secondary (high) school diploma or equivalency certificate or less,Experience(s) of discrimination since the beginning of COVID-19 pandemic,"Lower 95% confidence interval, percentage of persons",Percent,15.5
2020,Canada,South Asian,Secondary (high) school diploma or equivalency certificate or less,Experience(s) of discrimination since the beginning of COVID-19 pandemic,"Upper 95% confidence interval, percentage of persons",Percent,35.8
2020,Canada,South Asian,Secondary (high) school diploma or equivalency certificate or less,"Experience(s) of discrimination based on ethnicity or culture, since the beginning of COVID-19 pandemic",Percentage of persons,Percent,17
2020,Canada,South Asian,Secondary (high) school diploma or equivalency certificate or less,"Experience(s) of discrimination based on ethnicity or culture, since the beginning of COVID-19 pandemic","Lower 95% confidence interval, percentage of persons",Percent,9.3
2020,Canada,South Asian,Secondary (high) school diploma or equivalency certificate or less,"Experience(s) of discrimination based on ethnicity or culture, since the beginning of COVID-19 pandemic","Upper 95% confidence interval, percentage of persons",Percent,29.1
2020,Canada,South Asian,Secondary (high) school diploma or equivalency certificate or less,"Experience(s) of discrimination based on race or colour, since the beginning of COVID-19 pandemic",Percentage of persons,Percent,19.7
2020,Canada,South Asian,Secondary (high) school diploma or equivalency certificate or less,"Experience(s) of discrimination based on race or colour, since the beginning of COVID-19 pandemic","Lower 95% confidence interval, percentage of persons",Percent,11.5
2020,Canada,South Asian,Secondary (high) school diploma or equivalency certificate or less,"Experience(s) of discrimination based on race or colour, since the beginning of COVID-19 pandemic","Upper 95% confidence interval, percentage of persons",Percent,31.7
2020,Canada,South Asian,Secondary (high) school diploma or equivalency certificate or less,"Experience(s) of discrimination based on religion, since the beginning of COVID-19 pandemic",Percentage of persons,Percent,3.2
2020,Canada,South Asian,Secondary (high) school diploma or equivalency certificate or less,"Experience(s) of discrimination based on religion, since the beginning of COVID-19 pandemic","Lower 95% confidence interval, percentage of persons",Percent,1.4
2020,Canada,South Asian,Secondary (high) school diploma or equivalency certificate or less,"Experience(s) of discrimination based on religion, since the beginning of COVID-19 pandemic","Upper 95% confidence interval, percentage of persons",Percent,7.1
2020,Canada,South Asian,Secondary (high) school diploma or equivalency certificate or less,"Experience(s) of discrimination based on language, since the beginning of COVID-19 pandemic",Percentage of persons,Percent,11.4
